     TSINCE (MIN)         LAT(DEG)        LON (DEG)          HT (KM)           X (KM)           Y (KM)           Z (KM)


 b'1 52191U 22033AL  22256.49821493 +.00010438  00000 0  45470-3 0 0999'
 b'2 52191  97.3911 336.4109 0011709  47.9955 312.2276 15.2232817402506'

 26554.49821493

 26554.49821493
    322902.8538341       -2.2610202       79.4074885      479.3665356    -6518.3317169    -2112.8040249     -268.8590659
    322902.8705008       -2.1974037       79.3951026      479.3596230    -6518.9077394    -2111.9588204     -261.2978235
    322902.8871675       -2.1337870       79.3827175      479.3527639    -6519.4756924    -2111.1110017     -253.7362568
    322902.9038341       -2.0701701       79.3703330      479.3459583    -6520.0355754    -2110.2605697     -246.1743750
    322902.9205008       -2.0065529       79.3579492      479.3392063    -6520.5873878    -2109.4075253     -238.6121854
    322902.9371675       -1.9429356       79.3455659      479.3325078    -6521.1311285    -2108.5518700     -231.0497019
    322902.9538341       -1.8793181       79.3331833      479.3258628    -6521.6667970    -2107.6936046     -223.4869316
    322902.9705008       -1.8157003       79.3208012      479.3192715    -6522.1943926    -2106.8327302     -215.9238838
    322902.9871675       -1.7520824       79.3084197      479.3127337    -6522.7139149    -2105.9692476     -208.3605657
    322903.0038341       -1.6884643       79.2960388      479.3062495    -6523.2253627    -2105.1031584     -200.7969913
    322903.0205008       -1.6248460       79.2836583      479.2998189    -6523.7287357    -2104.2344633     -193.2331677
    322903.0371675       -1.5612275       79.2712784      479.2934420    -6524.2240332    -2103.3631634     -185.6691042
    322903.0538341       -1.4976088       79.2588989      479.2871187    -6524.7112546    -2102.4892596     -178.1048078
    322903.0705008       -1.4339899       79.2465199      479.2808490    -6525.1903992    -2101.6127534     -170.5402927
    322903.0871675       -1.3703709       79.2341414      479.2746330    -6525.6614663    -2100.7336457     -162.9755659
    322903.1038341       -1.3067517       79.2217632      479.2684707    -6526.1244554    -2099.8519375     -155.4106369
    322903.1205008       -1.2431323       79.2093855      479.2623620    -6526.5793661    -2098.9676297     -147.8455124
    322903.1371675       -1.1795128       79.1970081      479.2563071    -6527.0261975    -2098.0807238     -140.2802069
    322903.1538341       -1.1158931       79.1846311      479.2503059    -6527.4649492    -2097.1912208     -132.7147272
    322903.1705008       -1.0522733       79.1722544      479.2443583    -6527.8956205    -2096.2991217     -125.1490828
    322903.1871675       -0.9886533       79.1598780      479.2384645    -6528.3182111    -2095.4044272     -117.5832807
    322903.2038341       -0.9250332       79.1475020      479.2326245    -6528.7327201    -2094.5071392     -110.0173349
    322903.2205008       -0.8614129       79.1351262      479.2268382    -6529.1391472    -2093.6072583     -102.4512526
    322903.2371675       -0.7977925       79.1227507      479.2211056    -6529.5374920    -2092.7047855      -94.8850408
    322903.2538341       -0.7341719       79.1103754      479.2154268    -6529.9277537    -2091.7997224      -87.3187135
    322903.2705008       -0.6705512       79.0980003      479.2098018    -6530.3099319    -2090.8920698      -79.7522778
    322903.2871675       -0.6069304       79.0856255      479.2042306    -6530.6840261    -2089.9818288      -72.1857432
    322903.3038341       -0.5433094       79.0732508      479.1987131    -6531.0500360    -2089.0690004      -64.6191165
    322903.3205008       -0.4796884       79.0608762      479.1932495    -6531.4079608    -2088.1535861      -57.0524120
    322903.3371675       -0.4160672       79.0485018      479.1878397    -6531.7578003    -2087.2355869      -49.4856367
    322903.3538341       -0.3524458       79.0361276      479.1824837    -6532.0995539    -2086.3150038      -41.9188000
    322903.3705008       -0.2888244       79.0237534      479.1771815    -6532.4332213    -2085.3918377      -34.3519088
    322903.3871675       -0.2252029       79.0113793      479.1719332    -6532.7588019    -2084.4660903      -26.7849773
    322903.4038341       -0.1615812       78.9990053      479.1667387    -6533.0762954    -2083.5377624      -19.2180127
    322903.4205008       -0.0979595       78.9866313      479.1615980    -6533.3857013    -2082.6068553      -11.6510241
    322903.4371675       -0.0343376       78.9742573      479.1565112    -6533.6870194    -2081.6733698       -4.0840188
    322903.4538341        0.0292843       78.9618833      479.1514783    -6533.9802491    -2080.7373075        3.4829893
    322903.4705008        0.0929063       78.9495093      479.1464992    -6534.2653900    -2079.7986694       11.0499930
    322903.4871675        0.1565285       78.9371352      479.1415740    -6534.5424419    -2078.8574566       18.6169830
    322903.5038341        0.2201507       78.9247611      479.1367027    -6534.8114043    -2077.9136700       26.1839523
    322903.5205008        0.2837730       78.9123869      479.1318853    -6535.0722769    -2076.9673113       33.7508867
    322903.5371675        0.3473953       78.9000127      479.1271218    -6535.3250594    -2076.0183814       41.3177792
    322903.5538341        0.4110178       78.8876382      479.1224122    -6535.5697514    -2075.0668815       48.8846204
    322903.5705008        0.4746403       78.8752637      479.1177564    -6535.8063526    -2074.1128124       56.4514033
    322903.5871675        0.5382629       78.8628890      479.1131546    -6536.0348627    -2073.1561760       64.0181137
    322903.6038341        0.6018855       78.8505141      479.1086067    -6536.2552814    -2072.1969730       71.5847447
    322903.6205008        0.6655082       78.8381390      479.1041127    -6536.4676084    -2071.2352047       79.1512867
    322903.6371675        0.7291310       78.8257637      479.0996726    -6536.6718435    -2070.2708720       86.7177329
    322903.6538341        0.7927538       78.8133881      479.0952865    -6536.8679863    -2069.3039767       94.2840691
    322903.6705008        0.8563767       78.8010123      479.0909543    -6537.0560366    -2068.3345195      101.8502882
    322903.6871675        0.9199996       78.7886362      479.0866760    -6537.2359941    -2067.3625019      109.4163808
    322903.7038341        0.9836226       78.7762598      479.0824516    -6537.4078588    -2066.3879245      116.9823400
    322903.7205008        1.0472456       78.7638831      479.0782812    -6537.5716301    -2065.4107894      124.5481516
    322903.7371675        1.1108686       78.7515060      479.0741647    -6537.7273080    -2064.4310972      132.1138085
    322903.7538341        1.1744917       78.7391286      479.0701022    -6537.8748923    -2063.4488493      139.6793015
    322903.7705008        1.2381148       78.7267508      479.0660936    -6538.0143828    -2062.4640466      147.2446234
    322903.7871675        1.3017379       78.7143726      479.0621389    -6538.1457792    -2061.4766909      154.8097601
    322903.8038341        1.3653610       78.7019940      479.0582382    -6538.2690814    -2060.4867830      162.3747046
    322903.8205008        1.4289842       78.6896149      479.0543915    -6538.3842893    -2059.4943243      169.9394476
    322903.8371675        1.4926074       78.6772354      479.0505987    -6538.4914026    -2058.4993156      177.5039819
    322903.8538341        1.5562306       78.6648554      479.0468598    -6538.5904213    -2057.5017588      185.0682935
    322903.8705008        1.6198537       78.6524749      479.0431749    -6538.6813451    -2056.5016548      192.6323754
    322903.8871675        1.6834770       78.6400939      479.0395440    -6538.7641740    -2055.4990045      200.1962204
    322903.9038341        1.7471002       78.6277123      479.0359670    -6538.8389079    -2054.4938098      207.7598146
    322903.9205008        1.8107234       78.6153302      479.0324440    -6538.9055466    -2053.4860716      215.3231508
    322903.9371675        1.8743465       78.6029475      479.0289749    -6538.9640900    -2052.4757911      222.8862196
    322903.9538341        1.9379697       78.5905642      479.0255597    -6539.0145381    -2051.4629694      230.4490142
    322903.9705008        2.0015929       78.5781802      479.0221986    -6539.0568907    -2050.4476082      238.0115202
    322903.9871675        2.0652161       78.5657957      479.0188913    -6539.0911479    -2049.4297085      245.5737308
    322904.0038341        2.1288392       78.5534104      479.0156381    -6539.1173096    -2048.4092715      253.1356365
    322904.0205008        2.1924623       78.5410245      479.0124387    -6539.1353756    -2047.3862983      260.6972303
    322904.0371675        2.2560854       78.5286379      479.0092934    -6539.1453460    -2046.3607907      268.2584981
    322904.0538341        2.3197085       78.5162506      479.0062019    -6539.1472208    -2045.3327496      275.8194328
    322904.0705008        2.3833315       78.5038625      479.0031644    -6539.1409999    -2044.3021763      283.3800251
    322904.0871675        2.4469545       78.4914737      479.0001809    -6539.1266834    -2043.2690718      290.9402679
    322904.1038341        2.5105774       78.4790840      478.9972513    -6539.1042712    -2042.2334380      298.5001471
    322904.1205008        2.5742003       78.4666936      478.9943756    -6539.0737633    -2041.1952758      306.0596558
    322904.1371675        2.6378231       78.4543024      478.9915538    -6539.0351598    -2040.1545865      313.6187844
    322904.1538341        2.7014460       78.4419103      478.9887860    -6538.9884607    -2039.1113711      321.1775261
    322904.1705008        2.7650687       78.4295173      478.9860721    -6538.9336661    -2038.0656316      328.7358666
    322904.1871675        2.8286914       78.4171235      478.9834122    -6538.8707760    -2037.0173688      336.2937991
    322904.2038341        2.8923140       78.4047288      478.9808061    -6538.7997905    -2035.9665841      343.8513140
    322904.2205008        2.9559366       78.3923331      478.9782540    -6538.7207097    -2034.9132785      351.4084043
    322904.2371675        3.0195590       78.3799365      478.9757558    -6538.6335336    -2033.8574538      358.9650560
    322904.2538341        3.0831814       78.3675390      478.9733114    -6538.5382623    -2032.7991112      366.5212621
    322904.2705008        3.1468038       78.3551404      478.9709210    -6538.4348960    -2031.7382518      374.0770131
    322904.2871675        3.2104260       78.3427409      478.9685845    -6538.3234348    -2030.6748767      381.6323020
    322904.3038341        3.2740482       78.3303403      478.9663019    -6538.2038787    -2029.6089879      389.1871148
    322904.3205008        3.3376703       78.3179387      478.9640731    -6538.0762280    -2028.5405862      396.7414443
    322904.3371675        3.4012923       78.3055360      478.9618982    -6537.9404828    -2027.4696731      404.2952813
    322904.3538341        3.4649142       78.2931323      478.9597772    -6537.7966432    -2026.3962496      411.8486187
    322904.3705008        3.5285360       78.2807274      478.9577101    -6537.6447094    -2025.3203176      419.4014424
    322904.3871675        3.5921577       78.2683214      478.9556968    -6537.4846816    -2024.2418781      426.9537454
    322904.4038341        3.6557793       78.2559143      478.9537374    -6537.3165600    -2023.1609325      434.5055183
    322904.4205008        3.7194008       78.2435060      478.9518318    -6537.1403447    -2022.0774817      442.0567542
    322904.4371675        3.7830222       78.2310965      478.9499801    -6536.9560360    -2020.9915278      449.6074388
    322904.4538341        3.8466434       78.2186858      478.9481822    -6536.7636342    -2019.9030718      457.1575652
    322904.4705008        3.9102646       78.2062739      478.9464381    -6536.5631393    -2018.8121149      464.7071240
    322904.4871675        3.9738856       78.1938607      478.9447478    -6536.3545517    -2017.7186583      472.2561082
    322904.5038341        4.0375065       78.1814463      478.9431114    -6536.1378717    -2016.6227040      479.8045037
    322904.5205008        4.1011273       78.1690306      478.9415287    -6535.9130994    -2015.5242529      487.3523036
    322904.5371675        4.1647479       78.1566136      478.9399998    -6535.6802351    -2014.4233062      494.8995007
    322904.5538341        4.2283684       78.1441952      478.9385247    -6535.4392792    -2013.3198657      502.4460810
    322904.5705008        4.2919888       78.1317755      478.9371034    -6535.1902319    -2012.2139326      509.9920375
    322904.5871675        4.3556090       78.1193545      478.9357359    -6534.9330935    -2011.1055083      517.5373608
    322904.6038341        4.4192291       78.1069320      478.9344220    -6534.6678643    -2009.9945936      525.0820439
    322904.6205008        4.4828490       78.0945081      478.9331620    -6534.3945447    -2008.8811908      532.6260727
    322904.6371675        4.5464688       78.0820828      478.9319556    -6534.1131350    -2007.7653008      540.1694402
    322904.6538341        4.6100884       78.0696561      478.9308030    -6533.8236355    -2006.6469251      547.7121371
    322904.6705008        4.6737079       78.0572279      478.9297041    -6533.5260465    -2005.5260645      555.2541563
    322904.6871675        4.7373271       78.0447982      478.9286590    -6533.2203685    -2004.4027214      562.7954837
    322904.7038341        4.8009463       78.0323669      478.9276674    -6532.9066018    -2003.2768965      570.3361124
    322904.7205008        4.8645652       78.0199342      478.9267296    -6532.5847467    -2002.1485915      577.8760330
    322904.7371675        4.9281840       78.0074999      478.9258455    -6532.2548037    -2001.0178073      585.4152385
    322904.7538341        4.9918026       77.9950640      478.9250150    -6531.9167732    -1999.8845459      592.9537148
    322904.7705008        5.0554210       77.9826265      478.9242381    -6531.5706557    -1998.7488086      600.4914549
    322904.7871675        5.1190392       77.9701874      478.9235149    -6531.2164514    -1997.6105966      608.0284494
    322904.8038341        5.1826573       77.9577467      478.9228453    -6530.8541607    -1996.4699110      615.5646914
    322904.8205008        5.2462751       77.9453043      478.9222293    -6530.4837844    -1995.3267539      623.1001667
    322904.8371675        5.3098927       77.9328603      478.9216669    -6530.1053227    -1994.1811265      630.6348685
    322904.8538341        5.3735102       77.9204145      478.9211581    -6529.7187761    -1993.0330300      638.1687872
    322904.8705008        5.4371274       77.9079671      478.9207028    -6529.3241450    -1991.8824657      645.7019160
    322904.8871675        5.5007445       77.8955179      478.9203011    -6528.9214300    -1990.7294355      653.2342407
    322904.9038341        5.5643613       77.8830669      478.9199529    -6528.5106316    -1989.5739406      660.7657543
    322904.9205008        5.6279779       77.8706141      478.9196583    -6528.0917502    -1988.4159825      668.2964476
    322904.9371675        5.6915943       77.8581596      478.9194172    -6527.6647863    -1987.2555621      675.8263135
    322904.9538341        5.7552105       77.8457032      478.9192296    -6527.2297406    -1986.0926816      683.3553379
    322904.9705008        5.8188265       77.8332450      478.9190954    -6526.7866135    -1984.9273422      690.8835139
    322904.9871675        5.8824422       77.8207850      478.9190147    -6526.3354056    -1983.7595452      698.4108321
    322905.0038341        5.9460577       77.8083230      478.9189875    -6525.8761172    -1982.5892918      705.9372855
    322905.0205008        6.0096729       77.7958591      478.9190137    -6525.4087493    -1981.4165840      713.4628601
    322905.0371675        6.0732880       77.7833933      478.9190934    -6524.9333022    -1980.2414231      720.9875488
    322905.0538341        6.1369027       77.7709256      478.9192264    -6524.4497766    -1979.0638104      728.5113424
    322905.0705008        6.2005173       77.7584559      478.9194128    -6523.9581729    -1977.8837471      736.0342338
    322905.0871675        6.2641316       77.7459842      478.9196526    -6523.4584920    -1976.7012353      743.5562090
    322905.1038341        6.3277456       77.7335105      478.9199458    -6522.9507343    -1975.5162761      751.0772610
    322905.1205008        6.3913594       77.7210348      478.9202923    -6522.4349006    -1974.3288710      758.5973805
    322905.1371675        6.4549729       77.7085570      478.9206921    -6521.9109911    -1973.1390212      766.1165605
    322905.1538341        6.5185862       77.6960772      478.9211453    -6521.3790070    -1971.9467287      773.6347869
    322905.1705008        6.5821991       77.6835953      478.9216517    -6520.8389488    -1970.7519948      781.1520528
    322905.1871675        6.6458119       77.6711112      478.9222114    -6520.2908168    -1969.5548204      788.6683511
    322905.2038341        6.7094243       77.6586250      478.9228243    -6519.7346122    -1968.3552079      796.1836679
    322905.2205008        6.7730365       77.6461367      478.9234905    -6519.1703354    -1967.1531584      803.6979962
    322905.2371675        6.8366484       77.6336462      478.9242099    -6518.5979871    -1965.9486734      811.2113266
    322905.2538341        6.9002600       77.6211534      478.9249825    -6518.0175680    -1964.7417538      818.7236522
    322905.2705008        6.9638713       77.6086585      478.9258082    -6517.4290790    -1963.5324021      826.2349588
    322905.2871675        7.0274823       77.5961613      478.9266872    -6516.8325206    -1962.3206193      833.7452397
    322905.3038341        7.0910930       77.5836619      478.9276192    -6516.2278937    -1961.1064070      841.2544853
    322905.3205008        7.1547035       77.5711602      478.9286044    -6515.6151988    -1959.8897662      848.7626888
    322905.3371675        7.2183136       77.5586561      478.9296427    -6514.9944370    -1958.6706992      856.2698362
    322905.3538341        7.2819234       77.5461498      478.9307341    -6514.3656089    -1957.4492072      863.7759204
    322905.3705008        7.3455329       77.5336411      478.9318785    -6513.7287153    -1956.2252916      871.2809321
    322905.3871675        7.4091421       77.5211300      478.9330759    -6513.0837568    -1954.9989536      878.7848644
    322905.4038341        7.4727510       77.5086166      478.9343264    -6512.4307345    -1953.7701954      886.2877033
    322905.4205008        7.5363596       77.4961007      478.9356299    -6511.7696491    -1952.5390183      893.7894418
    322905.4371675        7.5999678       77.4835824      478.9369864    -6511.1005014    -1951.3054238      901.2900705
    322905.4538341        7.6635758       77.4710617      478.9383958    -6510.4232919    -1950.0694128      908.7895825
    322905.4705008        7.7271833       77.4585385      478.9398581    -6509.7380221    -1948.8309879      916.2879639
    322905.4871675        7.7907906       77.4460128      478.9413734    -6509.0446924    -1947.5901501      923.7852075
    322905.5038341        7.8543975       77.4334845      478.9429415    -6508.3433038    -1946.3469010      931.2813042
    322905.5205008        7.9180041       77.4209538      478.9445625    -6507.6338569    -1945.1012416      938.7762470
    322905.5371675        7.9816103       77.4084204      478.9462364    -6506.9163530    -1943.8531745      946.2700219
    322905.5538341        8.0452162       77.3958845      478.9479631    -6506.1907929    -1942.6027005      953.7626219
    322905.5705008        8.1088217       77.3833460      478.9497426    -6505.4571773    -1941.3498215      961.2540376
    322905.5871675        8.1724269       77.3708049      478.9515748    -6504.7155070    -1940.0945384      968.7442623
    322905.6038341        8.2360317       77.3582611      478.9534598    -6503.9657833    -1938.8368537      976.2332818
    322905.6205008        8.2996362       77.3457146      478.9553976    -6503.2080070    -1937.5767684      983.7210892
    322905.6371675        8.3632402       77.3331655      478.9573880    -6502.4421790    -1936.3142842      991.2076752
    322905.6538341        8.4268440       77.3206136      478.9594311    -6501.6682999    -1935.0494023      998.6930329
    322905.6705008        8.4904473       77.3080591      478.9615269    -6500.8863713    -1933.7821249     1006.1771483
    322905.6871675        8.5540503       77.2955017      478.9636753    -6500.0963939    -1932.5124533     1013.6600144
    322905.7038341        8.6176529       77.2829416      478.9658763    -6499.2983686    -1931.2403890     1021.1416220
    322905.7205008        8.6812551       77.2703787      478.9681299    -6498.4922963    -1929.9659333     1028.6219640
    322905.7371675        8.7448569       77.2578129      478.9704361    -6497.6781782    -1928.6890884     1036.1010266
    322905.7538341        8.8084583       77.2452444      478.9727947    -6496.8560154    -1927.4098556     1043.5788028
    322905.7705008        8.8720594       77.2326729      478.9752059    -6496.0258087    -1926.1282364     1051.0552832
    322905.7871675        8.9356600       77.2200986      478.9776696    -6495.1875589    -1924.8442321     1058.5304610
    322905.8038341        8.9992602       77.2075214      478.9801857    -6494.3412676    -1923.5578450     1066.0043222
    322905.8205008        9.0628601       77.1949412      478.9827542    -6493.4869356    -1922.2690763     1073.4768599
    322905.8371675        9.1264595       77.1823581      478.9853752    -6492.6245637    -1920.9779273     1080.9480671
    322905.8538341        9.1900585       77.1697720      478.9880485    -6491.7541535    -1919.6844003     1088.4179299
    322905.8705008        9.2536571       77.1571829      478.9907742    -6490.8757058    -1918.3884964     1095.8864412
    322905.8871675        9.3172553       77.1445908      478.9935522    -6489.9892216    -1917.0902175     1103.3535919
    322905.9038341        9.3808531       77.1319957      478.9963824    -6489.0947019    -1915.7895645     1110.8193751
    322905.9205008        9.4444504       77.1193975      478.9992650    -6488.1921482    -1914.4865400     1118.2837768
    322905.9371675        9.5080473       77.1067962      479.0021997    -6487.2815615    -1913.1811452     1125.7467900
    322905.9538341        9.5716437       77.0941918      479.0051867    -6486.3629428    -1911.8733816     1133.2084054
    322905.9705008        9.6352398       77.0815843      479.0082259    -6485.4362930    -1910.5632505     1140.6686163
    322905.9871675        9.6988354       77.0689736      479.0113172    -6484.5016138    -1909.2507544     1148.1274085
    322906.0038341        9.7624305       77.0563598      479.0144606    -6483.5589062    -1907.9358944     1155.5847753
    322906.0205008        9.8260252       77.0437427      479.0176561    -6482.6081712    -1906.6186721     1163.0407073
    322906.0371675        9.8896195       77.0311225      479.0209037    -6481.6494098    -1905.2990889     1170.4951976
    322906.0538341        9.9532133       77.0184990      479.0242033    -6480.6826237    -1903.9771471     1177.9482323
    322906.0705008       10.0168066       77.0058722      479.0275549    -6479.7078139    -1902.6528481     1185.3998045
    322906.0871675       10.0803995       76.9932422      479.0309585    -6478.7249815    -1901.3261933     1192.8499049
    322906.1038341       10.1439919       76.9806088      479.0344140    -6477.7341275    -1899.9971841     1200.2985266
    322906.1205008       10.2075838       76.9679721      479.0379215    -6476.7352537    -1898.6658229     1207.7456557
    322906.1371675       10.2711753       76.9553321      479.0414808    -6475.7283611    -1897.3321110     1215.1912853
    322906.1538341       10.3347663       76.9426887      479.0450919    -6474.7134509    -1895.9960500     1222.6354062
    322906.1705008       10.3983568       76.9300419      479.0487549    -6473.6905240    -1894.6576411     1230.0780114
    322906.1871675       10.4619468       76.9173917      479.0524697    -6472.6595824    -1893.3168869     1237.5190870
    322906.2038341       10.5255364       76.9047380      479.0562363    -6471.6206270    -1891.9737886     1244.9586261
    322906.2205008       10.5891254       76.8920809      479.0600545    -6470.5736591    -1890.6283479     1252.3966195
    322906.2371675       10.6527140       76.8794202      479.0639245    -6469.5186797    -1889.2805659     1259.8330603
    322906.2538341       10.7163020       76.8667561      479.0678461    -6468.4556908    -1887.9304453     1267.2679346
    322906.2705008       10.7798896       76.8540884      479.0718193    -6467.3846933    -1886.5779872     1274.7012355
    322906.2871675       10.8434766       76.8414172      479.0758442    -6466.3056886    -1885.2231934     1282.1329538
    322906.3038341       10.9070632       76.8287424      479.0799206    -6465.2186777    -1883.8660651     1289.5630825
    322906.3205008       10.9706492       76.8160640      479.0840485    -6464.1236626    -1882.5066048     1296.9916078
    322906.3371675       11.0342348       76.8033820      479.0882279    -6463.0206444    -1881.1448138     1304.4185227
    322906.3538341       11.0978198       76.7906963      479.0924588    -6461.9096244    -1879.7806938     1311.8438182
    322906.3705008       11.1614043       76.7780069      479.0967411    -6460.7906036    -1878.4142460     1319.2674873
    322906.3871675       11.2249882       76.7653139      479.1010748    -6459.6635841    -1877.0454730     1326.6895161
    322906.4038341       11.2885716       76.7526171      479.1054599    -6458.5285670    -1875.6743761     1334.1098976
    322906.4205008       11.3521545       76.7399166      479.1098963    -6457.3855538    -1874.3009569     1341.5286228
    322906.4371675       11.4157369       76.7272123      479.1143840    -6456.2345454    -1872.9252168     1348.9456848
    322906.4538341       11.4793187       76.7145042      479.1189229    -6455.0755440    -1871.5471583     1356.3610696
    322906.4705008       11.5429000       76.7017924      479.1235131    -6453.9085507    -1870.1667826     1363.7747704
    322906.4871675       11.6064807       76.6890767      479.1281544    -6452.7335666    -1868.7840911     1371.1867803
    322906.5038341       11.6700609       76.6763571      479.1328469    -6451.5505939    -1867.3990864     1378.5970855
    322906.5205008       11.7336405       76.6636336      479.1375905    -6450.3596337    -1866.0117696     1386.0056791
    322906.5371675       11.7972196       76.6509063      479.1423852    -6449.1606875    -1864.6221426     1393.4125518
    322906.5538341       11.8607981       76.6381750      479.1472310    -6447.9537563    -1863.2302066     1400.8176969
    322906.5705008       11.9243760       76.6254398      479.1521277    -6446.7388425    -1861.8359643     1408.2211005
    322906.5871675       11.9879534       76.6127006      479.1570754    -6445.5159472    -1860.4394169     1415.6227557
    322906.6038341       12.0515302       76.5999574      479.1620741    -6444.2850718    -1859.0405661     1423.0226533
    322906.6205008       12.1151064       76.5872101      479.1671236    -6443.0462176    -1857.6394132     1430.4207865
    322906.6371675       12.1786821       76.5744589      479.1722240    -6441.7993869    -1856.2359610     1437.8171414
    322906.6538341       12.2422571       76.5617035      479.1773752    -6440.5445809    -1854.8302105     1445.2117113
    322906.6705008       12.3058316       76.5489441      479.1825772    -6439.2818010    -1853.4221637     1452.6044868
    322906.6871675       12.3694055       76.5361805      479.1878300    -6438.0110484    -1852.0118218     1459.9954612
    322906.7038341       12.4329788       76.5234128      479.1931334    -6436.7323257    -1850.5991874     1467.3846206
    322906.7205008       12.4965514       76.5106410      479.1984875    -6435.4456339    -1849.1842619     1474.7719582
    322906.7371675       12.5601235       76.4978649      479.2038923    -6434.1509746    -1847.7670470     1482.1574647
    322906.7538341       12.6236950       76.4850847      479.2093476    -6432.8483491    -1846.3475440     1489.5411335
    322906.7705008       12.6872659       76.4723002      479.2148535    -6431.5377597    -1844.9257556     1496.9229506
    322906.7871675       12.7508362       76.4595114      479.2204099    -6430.2192078    -1843.5016831     1504.3029093
    322906.8038341       12.8144058       76.4467184      479.2260168    -6428.8926949    -1842.0753282     1511.6810003
    322906.8205008       12.8779749       76.4339210      479.2316741    -6427.5582224    -1840.6466923     1519.0572168
    322906.8371675       12.9415433       76.4211193      479.2373818    -6426.2157926    -1839.2157780     1526.4315451
    322906.8538341       13.0051110       76.4083133      479.2431399    -6424.8654069    -1837.7825867     1533.8039782
    322906.8705008       13.0686782       76.3955028      479.2489482    -6423.5070669    -1836.3471201     1541.1745071
    322906.8871675       13.1322447       76.3826880      479.2548069    -6422.1407739    -1834.9093797     1548.5431248
    322906.9038341       13.1958106       76.3698687      479.2607158    -6420.7665304    -1833.4693680     1555.9098177
    322906.9205008       13.2593758       76.3570450      479.2666748    -6419.3843378    -1832.0270863     1563.2745790
    322906.9371675       13.3229404       76.3442168      479.2726841    -6417.9941978    -1830.5825366     1570.6373994
    322906.9538341       13.3865044       76.3313841      479.2787434    -6416.5961116    -1829.1357201     1577.9982721
    322906.9705008       13.4500677       76.3185469      479.2848528    -6415.1900818    -1827.6866395     1585.3571834
    322906.9871675       13.5136303       76.3057051      479.2910122    -6413.7761099    -1826.2352961     1592.7141264
    322907.0038341       13.5771923       76.2928587      479.2972216    -6412.3541975    -1824.7816919     1600.0690921
    322907.0205008       13.6407537       76.2800077      479.3034809    -6410.9243460    -1823.3258280     1607.4220736
    322907.0371675       13.7043143       76.2671521      479.3097902    -6409.4865581    -1821.8677073     1614.7730572
    322907.0538341       13.7678743       76.2542919      479.3161493    -6408.0408350    -1820.4073311     1622.1220360
    322907.0705008       13.8314336       76.2414270      479.3225582    -6406.5871787    -1818.9447012     1629.4690009
    322907.0871675       13.8949923       76.2285573      479.3290169    -6405.1255904    -1817.4798189     1636.8139452
    322907.1038341       13.9585502       76.2156830      479.3355253    -6403.6560729    -1816.0126870     1644.1568550
    322907.1205008       14.0221075       76.2028039      479.3420834    -6402.1786275    -1814.5433069     1651.4977236
    322907.1371675       14.0856641       76.1899200      479.3486911    -6400.6932557    -1813.0716799     1658.8365442
    322907.1538341       14.1492200       76.1770313      479.3553484    -6399.1999603    -1811.5978087     1666.1733030
    322907.1705008       14.2127752       76.1641378      479.3620553    -6397.6987425    -1810.1216948     1673.5079933
    322907.1871675       14.2763297       76.1512394      479.3688117    -6396.1896044    -1808.6433399     1680.8406060
    322907.2038341       14.3398835       76.1383362      479.3756176    -6394.6725473    -1807.1627454     1688.1711342
    322907.2205008       14.4034366       76.1254280      479.3824728    -6393.1475740    -1805.6799142     1695.4995643
    322907.2371675       14.4669890       76.1125150      479.3893775    -6391.6146859    -1804.1948475     1702.8258895
    322907.2538341       14.5305407       76.0995969      479.3963314    -6390.0738851    -1802.7075472     1710.1501006
    322907.2705008       14.5940916       76.0866739      479.4033347    -6388.5251729    -1801.2180147     1717.4721909
    322907.2871675       14.6576419       76.0737459      479.4103872    -6386.9685522    -1799.7262528     1724.7921467
    322907.3038341       14.7211914       76.0608128      479.4174889    -6385.4040245    -1798.2322628     1732.1099612
    322907.3205008       14.7847402       76.0478747      479.4246397    -6383.8315917    -1796.7360466     1739.4256254
    322907.3371675       14.8482883       76.0349316      479.4318396    -6382.2512553    -1795.2376057     1746.7391324
    322907.3538341       14.9118356       76.0219833      479.4390886    -6380.6630183    -1793.7369427     1754.0504685
    322907.3705008       14.9753822       76.0090298      479.4463866    -6379.0668821    -1792.2340591     1761.3596271
    322907.3871675       15.0389280       75.9960713      479.4537335    -6377.4628487    -1790.7289568     1768.6665991
    322907.4038341       15.1024731       75.9831075      479.4611294    -6375.8509197    -1789.2216371     1775.9713775
    322907.4205008       15.1660175       75.9701385      479.4685741    -6374.2310980    -1787.7121029     1783.2739489
    322907.4371675       15.2295611       75.9571643      479.4760676    -6372.6033852    -1786.2003555     1790.5743065
    322907.4538341       15.2931039       75.9441848      479.4836099    -6370.9677833    -1784.6863969     1797.8724411
    322907.4705008       15.3566460       75.9312000      479.4912010    -6369.3242938    -1783.1702284     1805.1683460
    322907.4871675       15.4201873       75.9182100      479.4988407    -6367.6729198    -1781.6518529     1812.4620077
    322907.5038341       15.4837279       75.9052145      479.5065290    -6366.0136629    -1780.1312717     1819.7534192
    322907.5205008       15.5472677       75.8922137      479.5142659    -6364.3465251    -1778.6084869     1827.0425717
    322907.5371675       15.6108067       75.8792075      479.5220513    -6362.6715079    -1777.0834997     1834.3294582
    322907.5538341       15.6743449       75.8661959      479.5298852    -6360.9886146    -1775.5563130     1841.6140653
    322907.5705008       15.7378823       75.8531789      479.5377676    -6359.2978466    -1774.0269283     1848.8963861
