     TSINCE (MIN)         LAT(DEG)        LON (DEG)          HT (KM)           X (KM)           Y (KM)           Z (KM)


 b'1 52191U 22033AL  22256.49821493 +.00010438  00000 0  45470-3 0 0999'
 b'2 52191  97.3911 336.4109 0011709  47.9955 312.2276 15.2232817402506'

 26554.49821493

 26554.49821493
    322741.3705008       76.2489401      331.2994669      500.9200233     1067.9181367     1244.6338250     6659.9384717
    322741.3871675       76.1955629      331.1525416      500.9214338     1075.0912289     1246.6953884     6658.4096504
    322741.4038341       76.1421038      331.0066951      500.9228077     1082.2629998     1248.7554196     6656.8726235
    322741.4205008       76.0885636      330.8619167      500.9241450     1089.4334430     1250.8139170     6655.3273924
    322741.4371675       76.0349433      330.7181957      500.9254457     1096.6025452     1252.8708765     6653.7739600
    322741.4538341       75.9812439      330.5755215      500.9267098     1103.7702998     1254.9262963     6652.2123277
    322741.4705008       75.9274662      330.4338836      500.9279375     1110.9366979     1256.9801740     6650.6424976
    322741.4871675       75.8736111      330.2932716      500.9291286     1118.1017331     1259.0325076     6649.0644710
    322741.5038341       75.8196795      330.1536753      500.9302833     1125.2653919     1261.0832934     6647.4782509
    322741.5205008       75.7656723      330.0150846      500.9314016     1132.4276680     1263.1325294     6645.8838387
    322741.5371675       75.7115903      329.8774895      500.9324834     1139.5885525     1265.1802132     6644.2812365
    322741.5538341       75.6574344      329.7408799      500.9335289     1146.7480387     1267.2263428     6642.6704458
    322741.5705008       75.6032053      329.6052463      500.9345380     1153.9061135     1269.2709145     6641.0514694
    322741.5871675       75.5489040      329.4705787      500.9355108     1161.0627703     1271.3139264     6639.4243090
    322741.6038341       75.4945312      329.3368677      500.9364473     1168.2180003     1273.3553760     6637.7889665
    322741.6205008       75.4400877      329.2041037      500.9373476     1175.3717969     1275.3952615     6636.1454435
    322741.6371675       75.3855744      329.0722775      500.9382116     1182.5241469     1277.4335789     6634.4937431
    322741.6538341       75.3309919      328.9413796      500.9390395     1189.6750437     1279.4703266     6632.8338667
    322741.6705008       75.2763410      328.8114010      500.9398311     1196.8244785     1281.5055020     6631.1658164
    322741.6871675       75.2216226      328.6823325      500.9405866     1203.9724449     1283.5391032     6629.4895937
    322741.7038341       75.1668372      328.5541652      500.9413060     1211.1189295     1285.5711264     6627.8052019
    322741.7205008       75.1119858      328.4268902      500.9419894     1218.2639258     1287.6015698     6626.1126424
    322741.7371675       75.0570690      328.3004988      500.9426367     1225.4074250     1289.6304309     6624.4119174
    322741.7538341       75.0020875      328.1749822      500.9432479     1232.5494206     1291.6577079     6622.7030284
    322741.7705008       74.9470420      328.0503319      500.9438232     1239.6898993     1293.6833970     6620.9859785
    322741.7871675       74.8919332      327.9265394      500.9443626     1246.8288546     1295.7074962     6619.2607695
    322741.8038341       74.8367618      327.8035963      500.9448660     1253.9662777     1297.7300033     6617.5274035
    322741.8205008       74.7815285      327.6814943      500.9453335     1261.1021622     1299.7509162     6615.7858819
    322741.8371675       74.7262339      327.5602253      500.9457652     1268.2364947     1301.7702313     6614.0362082
    322741.8538341       74.6708788      327.4397811      500.9461610     1275.3692686     1303.7879467     6612.2783839
    322741.8705008       74.6154637      327.3201537      500.9465211     1282.5004754     1305.8040599     6610.5124111
    322741.8871675       74.5599893      327.2013351      500.9468454     1289.6301084     1307.8185691     6608.7382916
    322741.9038341       74.5044562      327.0833175      500.9471339     1296.7581544     1309.8314705     6606.9560285
    322741.9205008       74.4488651      326.9660932      500.9473868     1303.8846069     1311.8427624     6605.1656237
    322741.9371675       74.3932166      326.8496545      500.9476040     1311.0094571     1313.8524422     6603.3670793
    322741.9538341       74.3375112      326.7339938      500.9477856     1318.1326985     1315.8605081     6601.5603969
    322741.9705008       74.2817496      326.6191036      500.9479316     1325.2543179     1317.8669563     6599.7455799
    322741.9871675       74.2259324      326.5049765      500.9480420     1332.3743087     1319.8717851     6597.9226300
    322742.0038341       74.1700602      326.3916053      500.9481169     1339.4926623     1321.8749920     6596.0915495
    322742.0205008       74.1141334      326.2789825      500.9481563     1346.6093722     1323.8765752     6594.2523400
    322742.0371675       74.0581528      326.1671011      500.9481602     1353.7244249     1325.8765308     6592.4050050
    322742.0538341       74.0021189      326.0559540      500.9481288     1360.8378143     1327.8748572     6590.5495462
    322742.0705008       73.9460321      325.9455341      500.9480619     1367.9495335     1329.8715524     6588.6859653
    322742.0871675       73.8898931      325.8358347      500.9479597     1375.0595696     1331.8666129     6586.8142658
    322742.1038341       73.8337025      325.7268487      500.9478222     1382.1679160     1333.8600366     6584.9344493
    322742.1205008       73.7774606      325.6185694      500.9476493     1389.2745639     1335.8518213     6583.0465183
    322742.1371675       73.7211681      325.5109902      500.9474413     1396.3795069     1337.8419651     6581.1504745
    322742.1538341       73.6648255      325.4041044      500.9471980     1403.4827317     1339.8304642     6579.2463214
    322742.1705008       73.6084334      325.2979054      500.9469195     1410.5842319     1341.8173169     6577.3340607
    322742.1871675       73.5519921      325.1923869      500.9466059     1417.6839987     1343.8025208     6575.4136949
    322742.2038341       73.4955022      325.0875422      500.9462572     1424.7820257     1345.7860740     6573.4852256
    322742.2205008       73.4389642      324.9833653      500.9458735     1431.8782996     1347.7679728     6571.5486566
    322742.2371675       73.3823785      324.8798498      500.9454546     1438.9728140     1349.7482154     6569.6039896
    322742.2538341       73.3257458      324.7769894      500.9450008     1446.0655602     1351.7267994     6567.6512269
    322742.2705008       73.2690664      324.6747781      500.9445121     1453.1565317     1353.7037230     6565.6903704
    322742.2871675       73.2123407      324.5732099      500.9439884     1460.2457153     1355.6789825     6563.7214238
    322742.3038341       73.1555694      324.4722787      500.9434298     1467.3331045     1357.6525762     6561.7443889
    322742.3205008       73.0987528      324.3719786      500.9428364     1474.4186906     1359.6245015     6559.7592680
    322742.3371675       73.0418913      324.2723037      500.9422082     1481.5024671     1361.5947567     6557.7660631
    322742.3538341       72.9849855      324.1732484      500.9415452     1488.5844210     1363.5633381     6555.7647779
    322742.3705008       72.9280357      324.0748068      500.9408475     1495.6645456     1365.5302440     6553.7554141
    322742.3871675       72.8710424      323.9769733      500.9401150     1502.7428324     1367.4954719     6551.7379744
    322742.4038341       72.8140061      323.8797423      500.9393480     1509.8192748     1369.4590200     6549.7124605
    322742.4205008       72.7569271      323.7831083      500.9385463     1516.8938597     1371.4208846     6547.6788762
    322742.4371675       72.6998058      323.6870657      500.9377100     1523.9665807     1373.3810641     6545.6372234
    322742.4538341       72.6426428      323.5916093      500.9368392     1531.0374289     1375.3395559     6543.5875046
    322742.4705008       72.5854382      323.4967335      500.9359338     1538.1063981     1377.2963583     6541.5297218
    322742.4871675       72.5281927      323.4024332      500.9349940     1545.1734750     1379.2514677     6539.4638787
