     TSINCE (MIN)           X (KM)           Y (KM)           Z (KM)      XDOT (KM/S)       YDOT(KM/S)    ZDOT (KM/SEC)


 b'1 52191U 22033AL  22256.49821493 +.00010438  00000 0  45470-3 0 0999'
 b'2 52191  97.3911 336.4109 0011709  47.9955 312.2276 15.2232817402506'

 26554.49821493

 26554.49821493
    322744.6205008     2431.0785356     1614.6981131     6209.5093496        6.7528387        1.7184038       -3.0769463
    322744.6371675     2437.8299480     1616.4155392     6206.4285406        6.7498474        1.7164187       -3.0845958
    322744.6538341     2444.5783649     1618.1309791     6203.3400839        6.7468478        1.7144314       -3.0922415
    322744.6705008     2451.3237802     1619.8444313     6200.2439824        6.7438399        1.7124421       -3.0998834
    322744.6871675     2458.0661813     1621.5558926     6197.1402417        6.7408237        1.7104507       -3.1075214
    322744.7038341     2464.8055620     1623.2653613     6194.0288648        6.7377993        1.7084572       -3.1151557
    322744.7205008     2471.5419140     1624.9728354     6190.9098555        6.7347665        1.7064615       -3.1227861
    322744.7371675     2478.2752311     1626.6783133     6187.7832166        6.7317255        1.7044638       -3.1304127
    322744.7538341     2485.0055010     1628.3817919     6184.6489539        6.7286762        1.7024640       -3.1380354
    322744.7705008     2491.7327174     1630.0832696     6181.5070704        6.7256186        1.7004620       -3.1456542
    322744.7871675     2498.4568720     1631.7827443     6178.3575699        6.7225528        1.6984580       -3.1532692
    322744.8038341     2505.1779587     1633.4802144     6175.2004552        6.7194787        1.6964519       -3.1608803
    322744.8205008     2511.8959650     1635.1756768     6172.0357323        6.7163963        1.6944437       -3.1684875
    322744.8371675     2518.6108848     1636.8691300     6168.8634041        6.7133057        1.6924335       -3.1760908
    322744.8538341     2525.3227098     1638.5605718     6165.6834744        6.7102068        1.6904211       -3.1836902
    322744.8705008     2532.0314339     1640.2500008     6162.4959462        6.7070997        1.6884067       -3.1912857
    322744.8871675     2538.7370446     1641.9374137     6159.3008254        6.7039844        1.6863902       -3.1988772
    322744.9038341     2545.4395358     1643.6228091     6156.0981150        6.7008608        1.6843716       -3.2064648
    322744.9205008     2552.1388992     1645.3061848     6152.8878188        6.6977289        1.6823510       -3.2140484
    322744.9371675     2558.8351288     1646.9875394     6149.6699398        6.6945889        1.6803283       -3.2216281
    322744.9538341     2565.5282120     1648.6668696     6146.4444841        6.6914406        1.6783035       -3.2292039
    322744.9705008     2572.2181428     1650.3441740     6143.2114545        6.6882841        1.6762767       -3.2367756
    322744.9871675     2578.9049129     1652.0194505     6139.9708550        6.6851194        1.6742478       -3.2443434
    322745.0038341     2585.5885162     1653.6926976     6136.7226887        6.6819464        1.6722168       -3.2519072
    322745.0205008     2592.2689403     1655.3639121     6133.4669615        6.6787653        1.6701838       -3.2594670
    322745.0371675     2598.9461791     1657.0330926     6130.2036765        6.6755759        1.6681487       -3.2670227
    322745.0538341     2605.6202244     1658.7002369     6126.9328376        6.6723783        1.6661116       -3.2745745
    322745.0705008     2612.2910700     1660.3653436     6123.6544479        6.6691726        1.6640724       -3.2821222
    322745.0871675     2618.9587037     1662.0284095     6120.3685134        6.6659586        1.6620312       -3.2896658
    322745.1038341     2625.6231192     1663.6894332     6117.0750372        6.6627364        1.6599880       -3.2972055
    322745.1205008     2632.2843085     1665.3484126     6113.7740233        6.6595061        1.6579427       -3.3047410
    322745.1371675     2638.9422653     1667.0053461     6110.4654748        6.6562675        1.6558953       -3.3122725
    322745.1538341     2645.5969774     1668.6602307     6107.1493977        6.6530208        1.6538460       -3.3197999
    322745.1705008     2652.2484386     1670.3130649     6103.8257952        6.6497659        1.6517946       -3.3273232
    322745.1871675     2658.8966408     1671.9638467     6100.4946713        6.6465029        1.6497411       -3.3348425
    322745.2038341     2665.5415779     1673.6125745     6097.1560291        6.6432316        1.6476856       -3.3423576
    322745.2205008     2672.1832375     1675.2592453     6093.8098748        6.6399522        1.6456282       -3.3498686
    322745.2371675     2678.8216136     1676.9038575     6090.4562115        6.6366647        1.6435686       -3.3573755
    322745.2538341     2685.4566981     1678.5464092     6087.0950432        6.6333690        1.6415071       -3.3648783
    322745.2705008     2692.0884847     1680.1868988     6083.7263731        6.6300651        1.6394436       -3.3723769
    322745.2871675     2698.7169613     1681.8253233     6080.3502074        6.6267531        1.6373780       -3.3798713
    322745.3038341     2705.3421217     1683.4616812     6076.9665493        6.6234329        1.6353104       -3.3873617
    322745.3205008     2711.9639600     1685.0959710     6073.5754018        6.6201046        1.6332408       -3.3948478
    322745.3371675     2718.5824637     1686.7281897     6070.1767712        6.6167682        1.6311692       -3.4023297
    322745.3538341     2725.1976269     1688.3583357     6066.7706606        6.6134236        1.6290956       -3.4098075
    322745.3705008     2731.8094414     1689.9864071     6063.3570743        6.6100709        1.6270200       -3.4172811
    322745.3871675     2738.4179011     1691.6124023     6059.9360154        6.6067101        1.6249424       -3.4247505
    322745.4038341     2745.0229938     1693.2363185     6056.5074901        6.6033411        1.6228628       -3.4322156
    322745.4205008     2751.6247135     1694.8581539     6053.0715018        6.5999641        1.6207812       -3.4396765
    322745.4371675     2758.2230520     1696.4779068     6049.6280545        6.5965789        1.6186976       -3.4471332
    322745.4538341     2764.8180032     1698.0955755     6046.1771515        6.5931856        1.6166120       -3.4545857
    322745.4705008     2771.4095551     1699.7111571     6042.7187992        6.5897842        1.6145244       -3.4620339
    322745.4871675     2777.9977014     1701.3246501     6039.2530007        6.5863747        1.6124348       -3.4694778
    322745.5038341     2784.5824342     1702.9360525     6035.7797603        6.5829571        1.6103433       -3.4769175
    322745.5205008     2791.1637473     1704.5453628     6032.2990812        6.5795315        1.6082498       -3.4843529
    322745.5371675     2797.7416286     1706.1525781     6028.8109699        6.5760977        1.6061543       -3.4917840
    322745.5538341     2804.3160720     1707.7576969     6025.3154295        6.5726559        1.6040568       -3.4992108
    322745.5705008     2810.8870695     1709.3607172     6021.8124644        6.5692059        1.6019573       -3.5066333
    322745.5871675     2817.4546150     1710.9616375     6018.3020778        6.5657479        1.5998559       -3.5140515
    322745.6038341     2824.0186964     1712.5604549     6014.7842761        6.5622819        1.5977525       -3.5214653
    322745.6205008     2830.5793076     1714.1571679     6011.2590627        6.5588077        1.5956472       -3.5288749
    322745.6371675     2837.1364407     1715.7517745     6007.7264418        6.5553255        1.5935399       -3.5362800
    322745.6538341     2843.6900895     1717.3442733     6004.1864167        6.5518353        1.5914306       -3.5436809
    322745.6705008     2850.2402418     1718.9346613     6000.6389940        6.5483369        1.5893194       -3.5510773
    322745.6871675     2856.7868918     1720.5229371     5997.0841769        6.5448306        1.5872062       -3.5584694
    322745.7038341     2863.3300314     1722.1090986     5993.5219698        6.5413162        1.5850910       -3.5658572
    322745.7205008     2869.8696545     1723.6931446     5989.9523760        6.5377937        1.5829739       -3.5732405
    322745.7371675     2876.4057491     1725.2750719     5986.3754021        6.5342633        1.5808549       -3.5806194
    322745.7538341     2882.9383091     1726.8548792     5982.7910513        6.5307247        1.5787339       -3.5879940
    322745.7705008     2889.4673264     1728.4325645     5979.1993282        6.5271782        1.5766110       -3.5953641
    322745.7871675     2895.9927953     1730.0081264     5975.6002359        6.5236236        1.5744861       -3.6027298
    322745.8038341     2902.5147035     1731.5815619     5971.9937812        6.5200610        1.5723593       -3.6100910
    322745.8205008     2909.0330450     1733.1528696     5968.3799674        6.5164904        1.5702306       -3.6174478
    322745.8371675     2915.5478119     1734.7220476     5964.7587989        6.5129118        1.5680999       -3.6248002
    322745.8538341     2922.0589981     1736.2890945     5961.1302790        6.5093252        1.5659674       -3.6321481
    322745.8705008     2928.5665916     1737.8540072     5957.4944145        6.5057306        1.5638328       -3.6394915
    322745.8871675     2935.0705864     1739.4167845     5953.8512087        6.5021280        1.5616964       -3.6468305
    322745.9038341     2941.5709746     1740.9774243     5950.2006662        6.4985174        1.5595580       -3.6541650
    322745.9205008     2948.0677501     1742.5359252     5946.5427902        6.4948987        1.5574178       -3.6614949
    322745.9371675     2954.5609010     1744.0922844     5942.8775875        6.4912722        1.5552756       -3.6688204
