     TSINCE (MIN)           X (KM)           Y (KM)           Z (KM)      XDOT (KM/S)       YDOT(KM/S)    ZDOT (KM/SEC)


 b'1 52191U 22033AL  22256.49821493 +.00010438  00000 0  45470-3 0 0999'
 b'2 52191  97.3911 336.4109 0011709  47.9955 312.2276 15.2232817402506'

 26554.49821493

 26554.49821493
    322877.4871675     1299.2707957     -502.6554681    -6724.6762154       -7.1140565       -2.4246612       -1.1844758
    322877.5038341     1292.1558497     -505.0798542    -6725.8565801       -7.1156427       -2.4240444       -1.1762198
    322877.5205008     1285.0393240     -507.5036213    -6727.0286876       -7.1172201       -2.4234246       -1.1679623
    322877.5371675     1277.9212253     -509.9267670    -6728.1925367       -7.1187889       -2.4228019       -1.1597034
    322877.5538341     1270.8015620     -512.3492885    -6729.3481262       -7.1203489       -2.4221762       -1.1514431
    322877.5705008     1263.6803409     -514.7711836    -6730.4954548       -7.1219002       -2.4215475       -1.1431814
    322877.5871675     1256.5575750     -517.1924477    -6731.6345205       -7.1234428       -2.4209158       -1.1349182
    322877.6038341     1249.4332708     -519.6130787    -6732.7653222       -7.1249767       -2.4202812       -1.1266536
    322877.6205008     1242.3074371     -522.0330735    -6733.8878585       -7.1265018       -2.4196436       -1.1183877
    322877.6371675     1235.1800803     -524.4524301    -6735.0021283       -7.1280183       -2.4190031       -1.1101203
    322877.6538341     1228.0512136     -526.8711439    -6736.1081297       -7.1295260       -2.4183596       -1.1018516
    322877.6705008     1220.9208436     -529.2892127    -6737.2058615       -7.1310250       -2.4177131       -1.0935815
    322877.6871675     1213.7889767     -531.7066343    -6738.2953228       -7.1325153       -2.4170637       -1.0853101
    322877.7038341     1206.6556261     -534.1234042    -6739.3765114       -7.1339968       -2.4164113       -1.0770373
    322877.7205008     1199.5207982     -536.5395202    -6740.4494265       -7.1354696       -2.4157560       -1.0687631
    322877.7371675     1192.3845019     -538.9549794    -6741.5140667       -7.1369337       -2.4150977       -1.0604877
    322877.7538341     1185.2467437     -541.3697796    -6742.5704310       -7.1383890       -2.4144364       -1.0522109
    322877.7705008     1178.1075366     -543.7839162    -6743.6185174       -7.1398356       -2.4137722       -1.0439328
    322877.7871675     1170.9668873     -546.1973872    -6744.6583249       -7.1412735       -2.4131050       -1.0356535
    322877.8038341     1163.8248045     -548.6101895    -6745.6898523       -7.1427026       -2.4124349       -1.0273728
    322877.8205008     1156.6812947     -551.0223209    -6746.7130987       -7.1441230       -2.4117618       -1.0190909
    322877.8371675     1149.5363711     -553.4337770    -6747.7280620       -7.1455346       -2.4110857       -1.0108077
    322877.8538341     1142.3900402     -555.8445556    -6748.7347413       -7.1469375       -2.4104068       -1.0025233
    322877.8705008     1135.2423107     -558.2546537    -6749.7331355       -7.1483316       -2.4097248       -0.9942376
    322877.8871675     1128.0931892     -560.6640691    -6750.7232435       -7.1497170       -2.4090399       -0.9859506
    322877.9038341     1120.9426889     -563.0727974    -6751.7050636       -7.1510937       -2.4083521       -0.9776625
    322877.9205008     1113.7908163     -565.4808364    -6752.6785947       -7.1524616       -2.4076613       -0.9693731
    322877.9371675     1106.6375802     -567.8881831    -6753.6438358       -7.1538207       -2.4069675       -0.9610825
    322877.9538341     1099.4829870     -570.2948353    -6754.6007859       -7.1551711       -2.4062708       -0.9527908
    322877.9705008     1092.3270500     -572.7007886    -6755.5494432       -7.1565127       -2.4055712       -0.9444978
    322877.9871675     1085.1697758     -575.1060407    -6756.4898068       -7.1578456       -2.4048686       -0.9362037
    322878.0038341     1078.0111730     -577.5105888    -6757.4218756       -7.1591697       -2.4041631       -0.9279084
    322878.0205008     1070.8512482     -579.9144307    -6758.3456487       -7.1604850       -2.4034546       -0.9196120
    322878.0371675     1063.6900147     -582.3175618    -6759.2611243       -7.1617916       -2.4027432       -0.9113144
    322878.0538341     1056.5274790     -584.7199801    -6760.1683017       -7.1630894       -2.4020288       -0.9030156
    322878.0705008     1049.3636498     -587.1216825    -6761.0671796       -7.1643785       -2.4013115       -0.8947158
    322878.0871675     1042.1985337     -589.5226668    -6761.9577573       -7.1656588       -2.4005913       -0.8864148
    322878.1038341     1035.0321439     -591.9229287    -6762.8400331       -7.1669303       -2.3998681       -0.8781128
    322878.1205008     1027.8644870     -594.3224659    -6763.7140061       -7.1681930       -2.3991420       -0.8698096
    322878.1371675     1020.6955717     -596.7212755    -6764.5796753       -7.1694470       -2.3984129       -0.8615054
    322878.1538341     1013.5254045     -599.1193553    -6765.4370398       -7.1706922       -2.3976809       -0.8532000
    322878.1705008     1006.3539988     -601.5167010    -6766.2860981       -7.1719286       -2.3969460       -0.8448936
    322878.1871675      999.1813610     -603.9133101    -6767.1268494       -7.1731562       -2.3962081       -0.8365862
    322878.2038341      992.0074999     -606.3091800    -6767.9592926       -7.1743751       -2.3954673       -0.8282777
    322878.2205008      984.8324221     -608.7043082    -6768.7834269       -7.1755852       -2.3947236       -0.8199682
    322878.2371675      977.6561408     -611.0986906    -6769.5992507       -7.1767865       -2.3939769       -0.8116577
    322878.2538341      970.4786626     -613.4923247    -6770.4067634       -7.1779790       -2.3932273       -0.8033461
    322878.2705008      963.2999962     -615.8852078    -6771.2059640       -7.1791627       -2.3924748       -0.7950335
    322878.2871675      956.1201483     -618.2773376    -6771.9968516       -7.1803376       -2.3917193       -0.7867200
    322878.3038341      948.9391320     -620.6687098    -6772.7794247       -7.1815038       -2.3909609       -0.7784055
    322878.3205008      941.7569540     -623.0593220    -6773.5536827       -7.1826611       -2.3901996       -0.7700899
    322878.3371675      934.5736207     -625.4491722    -6774.3196249       -7.1838097       -2.3894353       -0.7617735
    322878.3538341      927.3891454     -627.8382559    -6775.0772497       -7.1849495       -2.3886681       -0.7534560
    322878.3705008      920.2035348     -630.2265710    -6775.8265565       -7.1860805       -2.3878980       -0.7451377
    322878.3871675      913.0167975     -632.6141144    -6776.5675443       -7.1872027       -2.3871250       -0.7368184
    322878.4038341      905.8289402     -635.0008842    -6777.3002125       -7.1883161       -2.3863490       -0.7284981
    322878.4205008      898.6399762     -637.3868757    -6778.0245596       -7.1894206       -2.3855701       -0.7201770
    322878.4371675      891.4499119     -639.7720869    -6778.7405850       -7.1905164       -2.3847883       -0.7118550
    322878.4538341      884.2587562     -642.1565148    -6779.4482878       -7.1916034       -2.3840036       -0.7035320
    322878.4705008      877.0665156     -644.5401572    -6780.1476673       -7.1926816       -2.3832160       -0.6952082
    322878.4871675      869.8732035     -646.9230098    -6780.8387222       -7.1937510       -2.3824254       -0.6868835
    322878.5038341      862.6788263     -649.3050703    -6781.5214518       -7.1948116       -2.3816319       -0.6785580
    322878.5205008      855.4833930     -651.6863359    -6782.1958554       -7.1958634       -2.3808355       -0.6702315
    322878.5371675      848.2869100     -654.0668044    -6782.8619322       -7.1969063       -2.3800362       -0.6619043
    322878.5538341      841.0893907     -656.4464713    -6783.5196810       -7.1979405       -2.3792340       -0.6535762
    322878.5705008      833.8908416     -658.8253345    -6784.1691011       -7.1989659       -2.3784288       -0.6452473
    322878.5871675      826.6912715     -661.2033911    -6784.8101918       -7.1999824       -2.3776207       -0.6369176
    322878.6038341      819.4906870     -663.5806389    -6785.4429525       -7.2009901       -2.3768098       -0.6285871
    322878.6205008      812.2891015     -665.9570735    -6786.0673820       -7.2019890       -2.3759959       -0.6202558
    322878.6371675      805.0865214     -668.3326928    -6786.6834796       -7.2029791       -2.3751791       -0.6119237
    322878.6538341      797.8829556     -670.7074938    -6787.2912446       -7.2039604       -2.3743594       -0.6035908
    322878.6705008      790.6784107     -673.0814744    -6787.8906764       -7.2049329       -2.3735367       -0.5952572
    322878.6871675      783.4729000     -675.4546301    -6788.4817739       -7.2058965       -2.3727112       -0.5869228
    322878.7038341      776.2664299     -677.8269588    -6789.0645365       -7.2068514       -2.3718828       -0.5785877
    322878.7205008      769.0590095     -680.1984577    -6789.6389635       -7.2077974       -2.3710514       -0.5702518
    322878.7371675      761.8506452     -682.5691244    -6790.2050544       -7.2087345       -2.3702172       -0.5619152
    322878.7538341      754.6413504     -684.9389548    -6790.7628080       -7.2096629       -2.3693801       -0.5535780
    322878.7705008      747.4311316     -687.3079465    -6791.3122238       -7.2105824       -2.3685400       -0.5452400
    322878.7871675      740.2199977     -689.6760967    -6791.8533012       -7.2114931       -2.3676970       -0.5369013
    322878.8038341      733.0079552     -692.0434032    -6792.3860396       -7.2123950       -2.3668512       -0.5285619
    322878.8205008      725.7950175     -694.4098616    -6792.9104380       -7.2132881       -2.3660024       -0.5202219
    322878.8371675      718.5811911     -696.7754699    -6793.4264959       -7.2141723       -2.3651508       -0.5118812
    322878.8538341      711.3664849     -699.1402250    -6793.9342127       -7.2150477       -2.3642962       -0.5035399
    322878.8705008      704.1509054     -701.5041248    -6794.4335879       -7.2159142       -2.3634388       -0.4951979
    322878.8871675      696.9344661     -703.8671650    -6794.9246204       -7.2167720       -2.3625784       -0.4868553
    322878.9038341      689.7171734     -706.2293434    -6795.4073099       -7.2176209       -2.3617152       -0.4785120
    322878.9205008      682.4990362     -708.5906571    -6795.8816558       -7.2184609       -2.3608491       -0.4701682
    322878.9371675      675.2800611     -710.9511039    -6796.3476575       -7.2192921       -2.3599800       -0.4618238
    322878.9538341      668.0602615     -713.3106795    -6796.8053142       -7.2201145       -2.3591081       -0.4534787
    322878.9705008      660.8396439     -715.6693817    -6797.2546255       -7.2209281       -2.3582333       -0.4451331
    322878.9871675      653.6182148     -718.0272084    -6797.6955909       -7.2217328       -2.3573556       -0.4367869
    322879.0038341      646.3959877     -720.3841552    -6798.1282095       -7.2225287       -2.3564750       -0.4284402
    322879.0205008      639.1729692     -722.7402199    -6798.5524810       -7.2233157       -2.3555915       -0.4200929
    322879.0371675      631.9491681     -725.0953997    -6798.9684048       -7.2240939       -2.3547052       -0.4117450
    322879.0538341      624.7245909     -727.4496924    -6799.3759805       -7.2248632       -2.3538159       -0.4033967
    322879.0705008      617.4992510     -729.8030937    -6799.7752074       -7.2256237       -2.3529238       -0.3950478
    322879.0871675      610.2731550     -732.1556014    -6800.1660849       -7.2263754       -2.3520288       -0.3866984
    322879.1038341      603.0463118     -734.5072126    -6800.5486127       -7.2271182       -2.3511309       -0.3783485
    322879.1205008      595.8187279     -736.8579251    -6800.9227904       -7.2278521       -2.3502301       -0.3699981
    322879.1371675      588.5904167     -739.2077348    -6801.2886172       -7.2285773       -2.3493264       -0.3616473
    322879.1538341      581.3613849     -741.5566392    -6801.6460927       -7.2292935       -2.3484199       -0.3532960
    322879.1705008      574.1316412     -743.9046357    -6801.9952166       -7.2300009       -2.3475105       -0.3449442
    322879.1871675      566.9011922     -746.2517221    -6802.3359885       -7.2306995       -2.3465982       -0.3365919
    322879.2038341      559.6700513     -748.5978940    -6802.6684076       -7.2313892       -2.3456830       -0.3282393
    322879.2205008      552.4382252     -750.9431492    -6802.9924738       -7.2320701       -2.3447650       -0.3198862
    322879.2371675      545.2057225     -753.2874850    -6803.3081865       -7.2327421       -2.3438440       -0.3115326
    322879.2538341      537.9725501     -755.6308991    -6803.6155454       -7.2334052       -2.3429202       -0.3031787
    322879.2705008      530.7387212     -757.9733872    -6803.9145500       -7.2340595       -2.3419936       -0.2948244
    322879.2871675      523.5042423     -760.3149473    -6804.2052000       -7.2347050       -2.3410640       -0.2864697
    322879.3038341      516.2691225     -762.6555763    -6804.4874949       -7.2353416       -2.3401316       -0.2781146
    322879.3205008      509.0333682     -764.9952722    -6804.7614346       -7.2359693       -2.3391964       -0.2697591
    322879.3371675      501.7969929     -767.3340306    -6805.0270183       -7.2365882       -2.3382582       -0.2614033
    322879.3538341      494.5600031     -769.6718495    -6805.2842460       -7.2371982       -2.3373172       -0.2530471
    322879.3705008      487.3224077     -772.0087259    -6805.5331171       -7.2377993       -2.3363733       -0.2446906
    322879.3871675      480.0842133     -774.3446577    -6805.7736316       -7.2383916       -2.3354266       -0.2363338
    322879.4038341      472.8454334     -776.6796406    -6806.0057889       -7.2389751       -2.3344770       -0.2279767
    322879.4205008      465.6060744     -779.0136724    -6806.2295888       -7.2395496       -2.3335245       -0.2196192
    322879.4371675      458.3661453     -781.3467504    -6806.4450309       -7.2401153       -2.3325692       -0.2112615
    322879.4538341      451.1256526     -783.6788723    -6806.6521151       -7.2406722       -2.3316110       -0.2029034
    322879.4705008      443.8846097     -786.0100338    -6806.8508409       -7.2412201       -2.3306500       -0.1945451
    322879.4871675      436.6430234     -788.3402329    -6807.0412081       -7.2417593       -2.3296861       -0.1861865
    322879.5038341      429.4009023     -790.6694666    -6807.2232165       -7.2422895       -2.3287194       -0.1778277
    322879.5205008      422.1582531     -792.9977329    -6807.3968659       -7.2428109       -2.3277497       -0.1694686
    322879.5371675      414.9150893     -795.3250274    -6807.5621559       -7.2433234       -2.3267773       -0.1611093
    322879.5538341      407.6714174     -797.6513480    -6807.7190863       -7.2438270       -2.3258020       -0.1527498
    322879.5705008      400.4272463     -799.9766918    -6807.8676570       -7.2443218       -2.3248238       -0.1443900
    322879.5871675      393.1825825     -802.3010567    -6808.0078677       -7.2448077       -2.3238428       -0.1360300
    322879.6038341      385.9374395     -804.6244385    -6808.1397182       -7.2452848       -2.3228589       -0.1276699
    322879.6205008      378.6918239     -806.9468349    -6808.2632083       -7.2457529       -2.3218722       -0.1193095
    322879.6371675      371.4457424     -809.2682440    -6808.3783378       -7.2462122       -2.3208827       -0.1109490
    322879.6538341      364.1992082     -811.5886613    -6808.4851067       -7.2466626       -2.3198903       -0.1025883
    322879.6705008      356.9522280     -813.9080847    -6808.5835146       -7.2471042       -2.3188950       -0.0942275
    322879.6871675      349.7048107     -816.2265115    -6808.6735615       -7.2475369       -2.3178969       -0.0858665
    322879.7038341      342.4569629     -818.5439395    -6808.7552472       -7.2479607       -2.3168960       -0.0775054
    322879.7205008      335.2086980     -820.8603644    -6808.8285716       -7.2483756       -2.3158922       -0.0691441
    322879.7371675      327.9600227     -823.1757840    -6808.8935346       -7.2487817       -2.3148856       -0.0607828
    322879.7538341      320.7109456     -825.4901957    -6808.9501360       -7.2491788       -2.3138762       -0.0524213
    322879.7705008      313.4614736     -827.8035971    -6808.9983758       -7.2495671       -2.3128639       -0.0440598
    322879.7871675      306.2116199     -830.1159841    -6809.0382539       -7.2499466       -2.3118488       -0.0356981
    322879.8038341      298.9613913     -832.4273546    -6809.0697702       -7.2503171       -2.3108308       -0.0273364
    322879.8205008      291.7107965     -834.7377057    -6809.0929246       -7.2506788       -2.3098100       -0.0189746
    322879.8371675      284.4598422     -837.0470352    -6809.1077170       -7.2510316       -2.3087864       -0.0106128
    322879.8538341      277.2085419     -839.3553390    -6809.1141475       -7.2513755       -2.3077599       -0.0022509
    322879.8705008      269.9569020     -841.6626149    -6809.1122160       -7.2517105       -2.3067306        0.0061110
    322879.8871675      262.7049316     -843.9688601    -6809.1019224       -7.2520367       -2.3056985        0.0144729
    322879.9038341      255.4526371     -846.2740724    -6809.0832668       -7.2523540       -2.3046636        0.0228349
    322879.9205008      248.2000321     -848.5782477    -6809.0562491       -7.2526624       -2.3036258        0.0311968
    322879.9371675      240.9471232     -850.8813837    -6809.0208693       -7.2529619       -2.3025852        0.0395588
    322879.9538341      233.6939191     -853.1834777    -6808.9771274       -7.2532525       -2.3015418        0.0479207
    322879.9705008      226.4404266     -855.4845277    -6808.9250235       -7.2535343       -2.3004956        0.0562826
    322879.9871675      219.1866590     -857.7845292    -6808.8645577       -7.2538072       -2.2994465        0.0646444
    322880.0038341      211.9326230     -860.0834802    -6808.7957298       -7.2540712       -2.2983946        0.0730063
    322880.0205008      204.6783275     -862.3813779    -6808.7185401       -7.2543263       -2.2973399        0.0813680
    322880.0371675      197.4237790     -864.6782203    -6808.6329884       -7.2545725       -2.2962824        0.0897297
    322880.0538341      190.1689909     -866.9740029    -6808.5390751       -7.2548098       -2.2952221        0.0980913
    322880.0705008      182.9139700     -869.2687238    -6808.4368000       -7.2550383       -2.2941589        0.1064528
    322880.0871675      175.6587251     -871.5623801    -6808.3261634       -7.2552579       -2.2930930        0.1148142
    322880.1038341      168.4032628     -873.8549698    -6808.2071652       -7.2554686       -2.2920242        0.1231756
    322880.1205008      161.1475964     -876.1464885    -6808.0798057       -7.2556704       -2.2909526        0.1315367
    322880.1371675      153.8917328     -878.4369343    -6807.9440849       -7.2558633       -2.2898782        0.1398978
    322880.1538341      146.6356806     -880.7263042    -6807.8000030       -7.2560473       -2.2888010        0.1482587
    322880.1705008      139.3794466     -883.0145962    -6807.6475601       -7.2562225       -2.2877210        0.1566195
    322880.1871675      132.1230441     -885.3018061    -6807.4867564       -7.2563887       -2.2866382        0.1649801
    322880.2038341      124.8664799     -887.5879317    -6807.3175921       -7.2565461       -2.2855526        0.1733406
    322880.2205008      117.6097626     -889.8729703    -6807.1400672       -7.2566946       -2.2844642        0.1817008
    322880.2371675      110.3528991     -892.1569197    -6806.9541820       -7.2568342       -2.2833729        0.1900609
    322880.2538341      103.0959027     -894.4397758    -6806.7599368       -7.2569649       -2.2822789        0.1984208
    322880.2705008       95.8387800     -896.7215364    -6806.5573317       -7.2570868       -2.2811821        0.2067805
    322880.2871675       88.5815376     -899.0021996    -6806.3463668       -7.2571997       -2.2800825        0.2151399
    322880.3038341       81.3241890     -901.2817609    -6806.1270425       -7.2573038       -2.2789800        0.2234991
    322880.3205008       74.0667408     -903.5602184    -6805.8993590       -7.2573989       -2.2778748        0.2318581
    322880.3371675       66.8092019     -905.8375693    -6805.6633166       -7.2574852       -2.2767668        0.2402168
    322880.3538341       59.5515789     -908.1138115    -6805.4189153       -7.2575626       -2.2756560        0.2485753
    322880.3705008       52.2938853     -910.3889407    -6805.1661556       -7.2576311       -2.2745424        0.2569335
    322880.3871675       45.0361275     -912.6629549    -6804.9050378       -7.2576907       -2.2734260        0.2652914
    322880.4038341       37.7783146     -914.9358513    -6804.6355621       -7.2577414       -2.2723068        0.2736490
    322880.4205008       30.5204531     -917.2076279    -6804.3577287       -7.2577833       -2.2711849        0.2820064
    322880.4371675       23.2625565     -919.4782803    -6804.0715381       -7.2578162       -2.2700601        0.2903634
    322880.4538341       16.0046315     -921.7478066    -6803.7769905       -7.2578403       -2.2689326        0.2987201
    322880.4705008        8.7466868     -924.0162039    -6803.4740862       -7.2578554       -2.2678023        0.3070764
    322880.4871675        1.4887291     -926.2834703    -6803.1628256       -7.2578617       -2.2666692        0.3154325
    322880.5038341       -5.7692282     -928.5496014    -6802.8432091       -7.2578591       -2.2655333        0.3237881
    322880.5205008      -13.0271783     -930.8145952    -6802.5152369       -7.2578476       -2.2643946        0.3321434
    322880.5371675      -20.2851126     -933.0784489    -6802.1789096       -7.2578272       -2.2632532        0.3404984
    322880.5538341      -27.5430243     -935.3411605    -6801.8342272       -7.2577979       -2.2621090        0.3488529
    322880.5705008      -34.8008999     -937.6027257    -6801.4811905       -7.2577598       -2.2609620        0.3572071
    322880.5871675      -42.0587330     -939.8631426    -6801.1197997       -7.2577127       -2.2598122        0.3655608
    322880.6038341      -49.3165145     -942.1224083    -6800.7500553       -7.2576568       -2.2586597        0.3739142
    322880.6205008      -56.5742380     -944.3805207    -6800.3719574       -7.2575919       -2.2575044        0.3822671
    322880.6371675      -63.8318898     -946.6374757    -6799.9855069       -7.2575182       -2.2563463        0.3906196
    322880.6538341      -71.0894636     -948.8932713    -6799.5907039       -7.2574356       -2.2551854        0.3989716
    322880.6705008      -78.3469502     -951.1479045    -6799.1875491       -7.2573441       -2.2540218        0.4073232
    322880.6871675      -85.6043431     -953.4013735    -6798.7760426       -7.2572437       -2.2528554        0.4156743
    322880.7038341      -92.8616289     -955.6536739    -6798.3561852       -7.2571344       -2.2516863        0.4240250
    322880.7205008     -100.1188010     -957.9048039    -6797.9279773       -7.2570162       -2.2505144        0.4323751
    322880.7371675     -107.3758505     -960.1547605    -6797.4914194       -7.2568892       -2.2493397        0.4407248
    322880.7538341     -114.6327707     -962.4035417    -6797.0465117       -7.2567532       -2.2481623        0.4490740
    322880.7705008     -121.8895483     -964.6511434    -6796.5932552       -7.2566084       -2.2469821        0.4574227
    322880.7871675     -129.1461766     -966.8975635    -6796.1316501       -7.2564547       -2.2457991        0.4657708
    322880.8038341     -136.4026466     -969.1427992    -6795.6616971       -7.2562920       -2.2446134        0.4741184
    322880.8205008     -143.6589519     -971.3868486    -6795.1833964       -7.2561205       -2.2434250        0.4824655
    322880.8371675     -150.9150790     -973.6297073    -6794.6967490       -7.2559401       -2.2422337        0.4908120
    322880.8538341     -158.1710212     -975.8713735    -6794.2017553       -7.2557508       -2.2410398        0.4991579
    322880.8705008     -165.4267696     -978.1118443    -6793.6984158       -7.2555527       -2.2398431        0.5075033
    322880.8871675     -172.6823178     -980.3511177    -6793.1867309       -7.2553456       -2.2386436        0.5158480
    322880.9038341     -179.9376521     -982.5891895    -6792.6667016       -7.2551297       -2.2374414        0.5241922
    322880.9205008     -187.1927660     -984.8260577    -6792.1383283       -7.2549048       -2.2362364        0.5325358
    322880.9371675     -194.4476529     -987.0617203    -6791.6016114       -7.2546711       -2.2350287        0.5408788
    322880.9538341     -201.7022994     -989.2961731    -6791.0565519       -7.2544285       -2.2338183        0.5492211
    322880.9705008     -208.9566988     -991.5294140    -6790.5031503       -7.2541770       -2.2326051        0.5575628
    322880.9871675     -216.2108422     -993.7614403    -6789.9414072       -7.2539166       -2.2313891        0.5659039
    322881.0038341     -223.4647231     -995.9922500    -6789.3713230       -7.2536473       -2.2301705        0.5742443
    322881.0205008     -230.7183279     -998.2218390    -6788.7928989       -7.2533691       -2.2289491        0.5825840
    322881.0371675     -237.9716501    -1000.4502051    -6788.2061352       -7.2530821       -2.2277249        0.5909230
    322881.0538341     -245.2246809    -1002.6773457    -6787.6110327       -7.2527862       -2.2264980        0.5992614
    322881.0705008     -252.4774135    -1004.9032588    -6787.0075918       -7.2524813       -2.2252684        0.6075991
    322881.0871675     -259.7298346    -1007.1279401    -6786.3958137       -7.2521676       -2.2240361        0.6159361
    322881.1038341     -266.9819375    -1009.3513877    -6785.7756988       -7.2518450       -2.2228010        0.6242723
    322881.1205008     -274.2337134    -1011.5735989    -6785.1472480       -7.2515136       -2.2215632        0.6326078
    322881.1371675     -281.4851556    -1013.7945715    -6784.5104616       -7.2511732       -2.2203227        0.6409426
    322881.1538341     -288.7362507    -1016.0143016    -6783.8653410       -7.2508240       -2.2190794        0.6492767
    322881.1705008     -295.9869921    -1018.2327870    -6783.2118865       -7.2504658       -2.2178334        0.6576100
    322881.1871675     -303.2373710    -1020.4500250    -6782.5500990       -7.2500988       -2.2165847        0.6659425
    322881.2038341     -310.4873806    -1022.6660137    -6781.8799790       -7.2497229       -2.2153333        0.6742742
    322881.2205008     -317.7370077    -1024.8807488    -6781.2015278       -7.2493381       -2.2140791        0.6826052
    322881.2371675     -324.9862455    -1027.0942284    -6780.5147459       -7.2489445       -2.2128223        0.6909354
    322881.2538341     -332.2350851    -1029.3064498    -6779.8196341       -7.2485419       -2.2115627        0.6992647
    322881.2705008     -339.4835201    -1031.5174109    -6779.1161931       -7.2481305       -2.2103004        0.7075932
    322881.2871675     -346.7315369    -1033.7271076    -6778.4044240       -7.2477102       -2.2090354        0.7159209
    322881.3038341     -353.9791289    -1035.9355379    -6777.6843275       -7.2472810       -2.2077677        0.7242478
    322881.3205008     -361.2262873    -1038.1426991    -6776.9559045       -7.2468429       -2.2064972        0.7325738
    322881.3371675     -368.4730055    -1040.3485892    -6776.2191555       -7.2463960       -2.2052241        0.7408990
    322881.3538341     -375.7192700    -1042.5532041    -6775.4740819       -7.2459401       -2.2039482        0.7492233
    322881.3705008     -382.9650741    -1044.7565418    -6774.7206843       -7.2454754       -2.2026697        0.7575467
    322881.3871675     -390.2104092    -1046.9585995    -6773.9589636       -7.2450018       -2.2013884        0.7658692
    322881.4038341     -397.4552684    -1049.1593753    -6773.1889205       -7.2445194       -2.2001044        0.7741909
    322881.4205008     -404.6996385    -1051.3588651    -6772.4105563       -7.2440280       -2.1988178        0.7825116
    322881.4371675     -411.9435128    -1053.5570668    -6771.6238717       -7.2435278       -2.1975284        0.7908314
    322881.4538341     -419.1868824    -1055.7539777    -6770.8288677       -7.2430187       -2.1962363        0.7991503
    322881.4705008     -426.4297407    -1057.9495959    -6770.0255449       -7.2425007       -2.1949416        0.8074682
    322881.4871675     -433.6720743    -1060.1439173    -6769.2139048       -7.2419739       -2.1936441        0.8157852
    322881.5038341     -440.9138766    -1062.3369398    -6768.3939480       -7.2414382       -2.1923440        0.8241012
    322881.5205008     -448.1551387    -1064.5286609    -6767.5656756       -7.2408936       -2.1910411        0.8324163
    322881.5371675     -455.3958541    -1066.7190783    -6766.7290883       -7.2403401       -2.1897356        0.8407304
    322881.5538341     -462.6360093    -1068.9081882    -6765.8841875       -7.2397777       -2.1884273        0.8490434
    322881.5705008     -469.8755976    -1071.0959885    -6765.0309739       -7.2392065       -2.1871164        0.8573555
    322881.5871675     -477.1146126    -1073.2824772    -6764.1694485       -7.2386264       -2.1858028        0.8656666
    322881.6038341     -484.3530407    -1075.4676503    -6763.2996125       -7.2380375       -2.1844865        0.8739767
    322881.6205008     -491.5908754    -1077.6515056    -6762.4214670       -7.2374396       -2.1831676        0.8822857
    322881.6371675     -498.8281079    -1079.8340407    -6761.5350128       -7.2368329       -2.1818459        0.8905937
    322881.6538341     -506.0647314    -1082.0152534    -6760.6402507       -7.2362173       -2.1805216        0.8989006
    322881.6705008     -513.3007327    -1084.1951397    -6759.7371824       -7.2355929       -2.1791945        0.9072065
    322881.6871675     -520.5361051    -1086.3736977    -6758.8258086       -7.2349596       -2.1778649        0.9155113
    322881.7038341     -527.7708397    -1088.5509246    -6757.9061304       -7.2343174       -2.1765325        0.9238151
    322881.7205008     -535.0049299    -1090.7268184    -6756.9781486       -7.2336663       -2.1751975        0.9321177
    322881.7371675     -542.2383624    -1092.9013752    -6756.0418650       -7.2330064       -2.1738597        0.9404192
    322881.7538341     -549.4711305    -1095.0745929    -6755.0972802       -7.2323377       -2.1725194        0.9487197
    322881.7705008     -556.7032254    -1097.2464688    -6754.1443954       -7.2316600       -2.1711763        0.9570190
    322881.7871675     -563.9346404    -1099.4170011    -6753.1832114       -7.2309735       -2.1698306        0.9653172
    322881.8038341     -571.1653622    -1101.5861855    -6752.2137301       -7.2302781       -2.1684822        0.9736142
    322881.8205008     -578.3953842    -1103.7540202    -6751.2359521       -7.2295739       -2.1671311        0.9819101
    322881.8371675     -585.6246975    -1105.9205026    -6750.2498787       -7.2288608       -2.1657774        0.9902048
    322881.8538341     -592.8532956    -1108.0856305    -6749.2555108       -7.2281388       -2.1644211        0.9984984
    322881.8705008     -600.0811650    -1110.2494000    -6748.2528501       -7.2274080       -2.1630620        1.0067907
    322881.8871675     -607.3082990    -1112.4118091    -6747.2418974       -7.2266683       -2.1617003        1.0150819
    322881.9038341     -614.5346890    -1114.5728552    -6746.2226541       -7.2259198       -2.1603360        1.0233719
    322881.9205008     -621.7603283    -1116.7325363    -6745.1951210       -7.2251624       -2.1589690        1.0316607
    322881.9371675     -628.9852034    -1118.8908483    -6744.1592999       -7.2243961       -2.1575993        1.0399482
    322881.9538341     -636.2093078    -1121.0477893    -6743.1151918       -7.2236210       -2.1562270        1.0482346
    322881.9705008     -643.4326327    -1123.2033567    -6742.0627978       -7.2228371       -2.1548521        1.0565196
    322881.9871675     -650.6551714    -1125.3575484    -6741.0021189       -7.2220442       -2.1534745        1.0648035
    322882.0038341     -657.8769106    -1127.5103605    -6739.9331571       -7.2212426       -2.1520942        1.0730860
    322882.0205008     -665.0978437    -1129.6617911    -6738.8559132       -7.2204320       -2.1507113        1.0813673
    322882.0371675     -672.3179618    -1131.8118373    -6737.7703886       -7.2196127       -2.1493258        1.0896473
    322882.0538341     -679.5372583    -1133.9604974    -6736.6765841       -7.2187844       -2.1479376        1.0979260
